"Sandy clay loam"||"107576994"|"109429555"
"Sandy clay loam"||"107576995"|"109429684"
"Clay loam"||"107576996"|"109429685"
"Fine sandy loam"||"107576997"|"109429683"
"Sandy clay loam"||"107576998"|"109429992"
"Clay loam"||"107576999"|"109429557"
"Sandy clay loam"||"107577000"|"109429993"
"Clay loam"||"107577001"|"109430552"
|"Material"|"107577002"|"109429553"
"Loam"||"107577003"|"109429679"
"Sandy clay loam"||"107577004"|"109429680"
"Clay loam"||"107577005"|"109429681"
"Loam"||"107577006"|"109429988"
"Clay loam"||"107577007"|"109429719"
"Clay loam"||"107577008"|"109429720"
"Sandy clay loam"||"107577009"|"109429989"
"Sandy clay loam"||"107577010"|"109429554"
"Clay loam"||"107577011"|"109429717"
"Sandy clay loam"||"107577012"|"109429718"
"Loam"||"107577013"|"109429986"
"Clay loam"||"107577014"|"109429677"
